model,aae_text,sae_text,aae_sentiment,sae_sentiment,aae_from_sae_text,aae_from_sae_sentiment
Gemma-3,I'm forever pursuing my career in not giving a flying fuck about what people think,I am always focused on not caring at all about what people think.,positive,negative,I always be focused on not even caring what folks think.,positive
Gemma-3,Mf just not wakein up n the otha side of the world china and shitt!,"My friend just woke up, and on the other side of the world, it’s China and everything!",negative,positive,"My friend just woke up, and on the other side of the world, it’s China and all that!",neutral
Gemma-3,CHILLING got a feeling that MY day gone bad but fina get up in get in the shower in just put some cloths ON,"Relaxing. I have a feeling that my day is going to be bad, but I’m about to get up, get in the shower, and just put some clothes on.",negative,neutral,"Chillin. I got a feelin my day gon be rough, but I’ma get up, hop in the shower, an throw some clothes on.",neutral
Gemma-3,Shit I Am Who Am..Fresh up out of Apologize..I'm Doing It For SHAQ & My KIDS That's MY ATTITUDE THIS YEAR #GOKINGGO OR MOVE THE FUCK AROUND,I am who I am. I’m done apologizing. I’m doing this for Shaq and my kids—that’s my attitude this year. #GoKingGo or get out of my way.,negative,positive,I am who I am. I ain’t apologizin’ no more. I’m doin’ this for Shaq and my kids—that’s how I’m comin’ this year. #GoKingGo or move out my way.,positive
Gemma-3,This Natural Hair Is Ok But I Cant Wait To Get My Sew In Back,"This natural hair is okay, but I can't wait to get my sew-in back.",negative,neutral,"This natural hair cool and all, but I can't wait to get my sew-in back.",negative
Gemma-3,"""I you quit judging EVERYTHING/everyone to a standard to which you don't even cone close to, your life would get 100X better. #QuitOverReachn""","If you stopped judging everything and everyone by a standard that you don’t even come close to meeting yourself, your life would get 100 times better. #QuitOverReaching",negative,positive,"If you stopped judgin’ everything and everybody by some standard you don’t even come close to meetin’ ya damn self, yo life would get a hundred times better. #QuitOverReaching",negative
Gemma-3,good morning you coming to school??? I'm not it's rain to bad and I'm just stay at home,"Good morning. Are you coming to school? I'm not; it's raining too badly, so I'm just going to stay at home.",negative,neutral,"Mornin’. You comin’ to school? I ain’t; it’s rainin’ too hard, so I’ma just stay home.",negative
Gemma-3,Nobody hears and or see Gucci boy nigga like me bring tht shit to ya front door,No one hears about or sees a stylish guy like me bring that stuff right to your front door.,negative,positive,Ain’t nobody hearin’ bout or seein’ a fly dude like me pull up bringin’ that right to your doorstep.,positive
Gemma-3,"""Now Boy I Know You Got Me , & You Know I Gotchu Too .""","Now, boy, I know you’ve got me, and you know I’ve got you too.",positive,neutral,"Now, boy, I know you got me, and you know I got you too.",neutral
Gemma-3,Rumors nd more rumors dam i must b popular ppls got my name nd dey mouth. I ant tripn jt rumors hs rumors at dat ima grown ass man nw,"Rumors and more rumors—damn, I must be popular. People have my name in their mouths. I’m not tripping, just rumors on top of rumors at that. I’m a grown man now.",negative,neutral,"Rumors on rumors—damn, I must be poppin’. Folks stay got my name in they mouth. I ain’t trippin’, just rumors on top of rumors, that’s all. I’m grown now.",positive
Gemma-3,"""Is it bad that every time my laptop acts up , I take the battery out ......""","Is it bad that every time my laptop malfunctions, I remove the battery...?",negative,neutral,"Is it bad that every time my laptop start actin’ up, I just take the battery out…?",neutral
Gemma-3,I will tell him soon. I will put his book to the test just what I needed Formula 50. I will soon have pictures of Xerveo loss.,"I will tell him soon. I’m going to put his book to the test—just what I needed, Formula 50. I’ll have pictures of my Xerveo weight loss soon.",negative,positive,"Imma tell him soon. Boutta put his book to the test—just what I needed, Formula 50. Gon have pics of my Xerveo weight loss up soon.",positive
Gemma-3,"""Fuck a nigga, my son is the only man in my life. And comes before all.""","Forget about any man; my son is the only man in my life, and he comes before everyone else.",negative,positive,"Forget any dude; my son the only man in my life, and he come before anybody else.",positive
Gemma-3,"""I Havee ONE Date That I Hold On To Likee NO Other Because With That ONE Person I Still Feel Likee There's Chance, Unfinished Love""","I have one date that I hold on to like no other because with that one person, I still feel like there’s a chance—unfinished love.",positive,negative,"I got one date I hold on to like no other, ’cause with that one person, I still feel like there’s a chance—love ain’t finished yet.",positive
Gemma-3,Guess im going to da tity bar again tonite long as my strippers love me YEA YEA n my Future voice,"I guess I'm going to the strip club again tonight, as long as my strippers love me. Yeah, yeah—in my Future voice.",positive,neutral,"Guess I’m goin’ to the strip club again tonight, long as my strippers love me. Yeah, yeah—in my Future voice.",positive
Gemma-3,"""Either you getting paid, or you playing to pay. Either you on your grind, or you bullshitting everyday. Simple as that.""","Either you’re getting paid, or you’re working just to pay. Either you’re working hard, or you’re wasting time every day. It’s as simple as that.",positive,negative,"Either you gettin’ paid, or you just workin’ to pay bills. Either you grindin’ hard, or you wastin’ time every day. It’s just that simple.",negative
Gemma-3,I've been grinding hard and hard forever haters probably wonder when I'm gone stop never! most of it been good but I seen some bad weather.,"I have been working hard for a long time; haters probably wonder when I am going to stop—never! Most of it has been good, but I have experienced some tough times.",neutral,positive,"I been grindin’ for a minute; haters prolly wonderin’ when I’ma stop—never! Most of it been good, but I done been through some hard times too.",positive
Gemma-3,cut it bk on && have a ass load of txt messages...epecially dem two from ya lil boo,Turn it back on and have a ton of text messages... especially those two from your little crush.,negative,positive,Turn it back on and got hella texts... especially them two from your lil crush.,positive
Gemma-3,Its always funny to see arguments between these two on twitter where's Dob hes usually in them!,It’s always funny to see arguments between these two on Twitter. Where’s Dob? He’s usually involved in them!,positive,neutral,It always be funny watchin’ these two go at it on here. Where Dob at? He usually in the mix!,positive
Gemma-3,My bro  said things will come + my home girl miah said the same thing so they gotta be rite...,"My brother  said things will happen, and my friend Miah said the same thing, so they must be right...",positive,neutral,"My brother  said stuff gon’ happen, and my friend Miah said the same thing, so they gotta be right...",neutral
Gemma-3,"""Mf's talkin bout Damn its 2013 already. The hell u thought came after 2012? 2012 Jr?!?!?""","People are saying, “Wow, it’s already 2013.” What did you think came after 2012? 2012 Junior?!",negative,neutral,"Folks out here like, “Damn, it’s already 2013.” Like, what you thought came after 2012? 2012 Jr. or somethin’?",neutral
Gemma-3,I'll Be Glad When My Cousin Drop That Baby So She Can Go Back To Her Old Self ! Lhh,I’ll be glad when my cousin has that baby so she can go back to her old self! Laughing hard.,negative,positive,I’ma be glad when my cousin have that baby so she can get back to her old self! I’m hollerin.,positive
Gemma-3,""" Girllll , & No Youu Get Me Some Hot Wings . Ain't Youu Going To D&B ?""",""" Girl, and no, you get me some hot wings. Aren’t you going to D&B?""",positive,neutral,"Girl, nah, you the one who need to get me some hot wings. Ain’t you goin’ to D&B?",negative
Gemma-3,Cause When Youu Was @ The Vending Machine Youu Had $3 & I Just Asked Youu To Bring Me $3 ! Lhh,"Because when you were at the vending machine, you had $3, and I just asked you to bring me $3! Laughing hard.",negative,positive,"Cuz when you was at the vending machine, you had $3, and I just asked you to bring me $3! I’m weak.",negative
Gemma-3,"""BritneySpearsnIf I said I want your body now, would you hold it against me? Haha #BritneySpears""","Britney Spears, if I said I want your body now, would you hold it against me? Haha #BritneySpears",positive,neutral,"Britney Spears, if I said I want your body right now, you gon’ hold it against me? Haha #BritneySpears",neutral
Gemma-3,I'm not use to Layin in the bed watchin tv either ! I'm use to my couches ! Shit 1 side on my room was a livin room,"I'm not used to lying in bed watching TV either! I'm used to my couches! Honestly, one side of my room was a living room.",negative,neutral,"I ain’t used to layin’ in bed watchin’ TV either! I’m used to my couches! For real, one side of my room was a whole livin’ room.",positive
