aae_text,sae_text
yes yes.... But now that I work I get my own. Ima have a couple of kids do he can spoil em,"Yes, yes... But now that I work, I get my own. I'm going to have a couple of kids so he can spoil them."
It seems like Everybody child calling me aunt Kisha or they thinking I'm their big sister who don't gives two fucks about em lol,"It seems like every child is calling me Aunt Kisha or thinks I’m their big sister who doesn’t care about them at all, lol."
"""I'm not rushing it, I'm just ready to get that shit outta the way ...""","""I'm not rushing it, I'm just ready to get that stuff out of the way ..."""
"""Don't nobody like drama but his pussy ass... It's all good, I only have a couple of months left""","No one likes drama except for him... It's all good, I only have a couple of months left."
""" Hoes Please Don't Tagg Me Now , Yoo Wasn't A Few Seconds Ago , Got Niggas Fighting Yoo Battles You Still The Same Scary Ass Bitch""",""" Please don’t tag me now. You weren’t a few seconds ago. You have guys fighting your battles, but you’re still the same cowardly person."""
I like him too much to stop buht I LOVE him way too much to keep goin I think I kno wat I gotta do,"I like him too much to stop, but I love him way too much to keep going. I think I know what I have to do."
Bitches still mad Rihanna went back to Chris Brown.. Like y'all don't keep taking back the same Bum Nigga every 2 weeks!,"Women are still upset that Rihanna got back together with Chris Brown, as if you all don’t keep taking back the same unreliable guy every two weeks!"
TWITTER : GET'S #HORNY AROUND 3&4 IT'S LIKE A #HOTLINE BUT ONLY ON YAH (((( TL))))),"TWITTER: Gets #horny around 3 and 4. It’s like a #hotline, but only on your timeline."
I understand dat don't write me a SA lmao but if u invited her u paying!  did this happen to u?,"I understand that, don’t write me a statement lol, but if you invited her, you’re paying! Did this happen to you?"
""" OMG my sister  lol this girl man!  I love being around her she makes me Happy which is rare! She's a keeper""",""" Oh my gosh, my sister. Haha, this girl! I love being around her; she makes me happy, which is rare! She's a keeper."""
"""You changed my whole liiiffffeee don't know what u doin to me with your love, I'm feeling all super human you did this to me!""","""You changed my whole life. I don’t know what you’re doing to me with your love. I’m feeling completely superhuman—you did this to me!"""
i knw yu do hear em squeeze wat yu gne fuk nd suck him up t2,I know you do hear them. Squeeze—what are you going to do? Fuck and suck him up too?
"""Lhh, idk I told aaliyah you was just playing & she said oh well sabrina know now ,""","To be honest, I don’t know. I told Aaliyah you were just joking, and she said, “Oh well, Sabrina knows now.”"
It's undeniable dat we should  b togetha unbelievable how I use to say I dat ill fall neva the basis is need 2 kno if u dont kno  how I feel,"It’s undeniable that we should be together. It’s unbelievable how I used to say that I would never fall. The point is, you need to know how I feel if you don’t already know."
damn I thought me and you were better than this I thought u liked me,"Damn, I thought you and I were better than this. I thought you liked me."
You saying that's yo girl ain't saying shit like prank callers cause it's a small world and hoes make it even smaller.,"You saying that’s your girl doesn’t mean anything, like prank callers, because it’s a small world and unfaithful women make it even smaller."
So wen they lose in the super bowl where ya dickeater gonna b at den ?,"So when they lose in the Super Bowl, where is your bandwagon fan going to be then?"
yea im bout to slide to my aunt crib cause its my lil cousin bday but i b back,"Yeah, I'm about to go to my aunt's house because it's my little cousin's birthday, but I'll be back."
God forgive me for the sins i did and the i will do in the future,"God, forgive me for the sins I have committed and the ones I will commit in the future."
Yo this bitch in schoil to bay tryed to grind me up .oh no she was a fuck duck lick no lay grind her the fuck up ctfu,"Hey, this girl at school today tried to insult me. Oh no, she was a joke, not worth my time—I really put her in her place. I'm cracking up."
"""Life is fair - made up of millions of moments - most of themrglorious.-Douglas Holzmeier""","""Life is fair—made up of millions of moments—most of them glorious. -Douglas Holzmeier"""
"""My room is not messy , it is an obstacle course designed to keep me fit .""",My room is not messy; it is an obstacle course designed to keep me fit.
Mfs kill me when they say im thick as FUCK come on now I ain't that thick,"People make me laugh when they say I'm really thick. Come on now, I'm not that thick."
It ain't nothing like the first time im tryna tell u I can blow ya mind,"There’s nothing like the first time. I’m trying to tell you, I can blow your mind."
I did u wrong u did me wrong ill take u back u take me back,"I did you wrong, you did me wrong. I'll take you back if you take me back."
Lmao this fool bout to be 21 and got a 16 year old pregnant. #Maury,"Laughing out loud, this guy is about to turn 21 and got a 16-year-old pregnant. #Maury"
"""I Busted Josh Ass In 2K13 Today... With LeBron, He Fucked Me Up In Madden But I Destroyed Him On 2K' #SouthBeachIsKING""","I beat Josh in NBA 2K13 today with LeBron. He beat me badly in Madden, but I destroyed him in 2K. #SouthBeachIsKING"
I Wonder If THE People Who Don't Deserve What I Want Go Thur What I Go Thur...,I wonder if the people who don’t deserve what I want go through what I go through...
"""Letting  the one come to me. I'm not waiting for nobody at this point""",Letting the right person come to me. I'm not waiting for anyone at this point.
he done the shit all of his career. Why stop now? It obviously worked out aiight for him,he’s done that his entire career. Why stop now? It obviously worked out alright for him.
yall mess with my big brutha imma have yall sleeping with the fishes !,"If you mess with my big brother, I'll have you sleeping with the fishes!"
i lowkey miss my State friends . get to see them next week so its cool !,"I kind of miss my State friends. I get to see them next week, so it’s all good!"
suppose to be having lunch with oomf but idk if imma wake up in time .,"I’m supposed to be having lunch with one of my friends, but I don’t know if I’ll wake up in time."
"""i spoke to  today . he looked at me like who df is youu? lol""","I spoke to  today. He looked at me like, ""Who the heck are you?"" lol"
"""lmao ! hey LaQuanda , i got 4 people on hold but i can talk !""","LOL! Hey LaQuanda, I have four people on hold, but I can talk!"
am i the only one that wanna relationship where we can fuck all night til things get right ? ijs,Am I the only one who wants a relationship where we can have sex all night until things feel right? Just saying.
why do i feel like this classroom is set up like some final destination type shit ? lol,Why do I feel like this classroom is set up like something out of Final Destination? Lol
hot ass room + walking everywhere + no fast food = one FINE ass taylor :),Hot room + walking everywhere + no fast food = one very attractive Taylor :)
am i a fool for youu ? or is there a force behind my actions ?,"Am I a fool for you, or is there something else driving my actions?"
all unanswered questions that can be solved by one night .. one night we will never get .,All the unanswered questions that could be solved in one night... one night we will never have.
im not walking my ass back to abernathy . i refuse . yall can have that .,I am not walking back to Abernathy. I refuse. You all can have that.
