aae_text,sae_text,aae_context,aae_continuation,sae_context,sae_continuation
I'm so use to the past I don't know if I can take what's happening now,I'm so used to the past that I don't know if I can handle what's happening now.,I ' m so use to the past I don ' t know if I can take what,' s happening now,I ' m so used to the past that I don ' t know if I can handle what ',s happening now .
I try fuck with one girl but she keep swearing u fuck with other girls,"I try to be with one girl, but she keeps insisting that I’m involved with other girls.",I try fuck with one,girl but she keep swearing u fuck with other girls,I try to be,"with one girl , but she keeps insisting that I ’ m involved with other girls ."
Sometimes ii Feel ii talk Da Most Shit..Bt Den ii B Like..Who Da Fukk Gone Check Me..??,"Sometimes I feel like I talk the most trash, but then I’m like, who the hell is going to check me?",Sometimes ii Feel ii talk Da Most Shit . . Bt Den ii B Like . . Who Da Fukk Gone Check Me,. . ? ?,"Sometimes I feel like I talk the most trash , but then","I ’ m like , who the hell is going to check me ?"
Bitches give Dey self a reason too hate Me..Hell Y not jus Make it 2.!,"Women give themselves a reason to hate me... Hell, why not just make it two!",Bitches give Dey self a reason too hate Me . . Hell Y not jus,Make it 2 . !,Women give themselves a reason to hate me . . . Hell,", why not just make it two !"
Everybody walking around wanna B Bad...But wen it Aww Boils Down Dese Bitches ain't Bad after aww.!,"Everyone is walking around wanting to be tough... But when it all comes down to it, these people aren't really tough after all.",Everybody walking around wanna B Bad . . . But wen it Aww Boils Down Dese Bitches ain ' t Bad,after aww . !,Everyone is walking around,"wanting to be tough . . . But when it all comes down to it , these people aren ' t really tough after all ."
You Can't B happy having So Much hatred in Yo life#Some Shit ain't gone turn out right.!,You can't be happy having so much hatred in your life. Some things just aren't going to turn out right.,You Can ' t,B happy having So Much hatred in Yo life # Some Shit ain ' t gone turn out right . !,You can ' t be happy having so much hatred in your life . Some things just aren ' t,going to turn out right .
Mii nose Making Me Mad af I swear..It's aww Stopped up in Shit..Fucking With me..A nigga Can't Fuckin Breath fr,"My nose is making me really mad, I swear. It's all stuffed up and bothering me. I can't even breathe for real.",Mii nose Making Me Mad af I swear . . It ' s aww Stopped,up in Shit . . Fucking With me . . A nigga Can ' t Fuckin Breath fr,"My nose is making me really mad , I swear . It ' s all stuffed up and bothering me . I can ' t",even breathe for real .
Can't wait for duflocka rant 2 shit gonna be hard ass fuck like tht metal jacket2,"I can't wait for Duflocka Rant 2; it's going to be extremely hard, just like that Metal Jacket 2.",Can ' t wait for duflocka rant 2 shit gonna be hard ass fuck,like tht metal jacket2,I can ' t,"wait for Duflocka Rant 2 ; it ' s going to be extremely hard , just like that Metal Jacket 2 ."
: Inside my mind couldn't find a place to rest. Until I got that Thug Life tatted on my chest. Tupac,": Inside my mind, I couldn't find a place to rest until I got ""Thug Life"" tattooed on my chest. —Tupac",: Inside my mind couldn ' t find a place to rest . Until,I got that Thug Life tatted on my chest . Tupac,": Inside my mind , I couldn ' t find a place to rest until","I got "" Thug Life "" tattooed on my chest . — Tupac"
Finna watch this movie and wait for the bae to finish getting his hair done,About to watch this movie and wait for my boyfriend to finish getting his hair done.,Finna watch this movie and,wait for the bae to finish getting his hair done,About to watch this movie and wait for my boyfriend to finish getting,his hair done .
""": Cheating is a choice, not a mistake. If you had time to cheat, you had time to think about it.""","""Cheating is a choice, not a mistake. If you had time to cheat, you had time to think about it.""",""" : Cheating is a choice , not a mistake . If you had time to cheat , you had time to think","about it . """,""" Cheating is a choice , not a mistake . If you had time to cheat , you had time to think","about it . """
My bae gone tell me nt to wear my favorite color fuck kinda drugs he smoking,My boyfriend is going to tell me not to wear my favorite color—what kind of drugs is he on?,My bae gone tell me nt to wear my favorite color fuck,kinda drugs he smoking,My boyfriend is going to tell me not to wear my,favorite color — what kind of drugs is he on ?
Your  Welcome Love. Seen Your Videos Too You &  Make A Dope Team. Juss Saying,"You're welcome, love. I've seen your videos too. You and  make a great team. Just saying.",Your Welcome Love . Seen Your Videos Too You & Make A Dope,Team . Juss Saying,"You ' re welcome , love . I ' ve seen your videos too . You and make a great",team . Just saying .
I hope my momma go take me to get a tattoo soon like she said,I hope my mom is going to take me to get a tattoo soon like she said.,I hope my momma go take me to,get a tattoo soon like she said,I hope my mom is going to take me to get a tattoo soon,like she said .
how you gone tell me to dm you but you dont dm back -_-,How are you going to tell me to DM you but then not DM me back? -_-,how you gone tell me,to dm you but you dont dm back - _ -,How are you going,to tell me to DM you but then not DM me back ? - _ -
you and   should be asleep you guys have class tomorrow n it's almost 2:00! Shame on yall,you and  should be asleep; you both have class tomorrow and it's almost 2:00! Shame on you all.,you and should be asleep you guys have class tomorrow n it ' s almost 2 : 00,! Shame on yall,you and should be asleep ; you both have class tomorrow and it ' s almost 2 : 00 !,Shame on you all .
sorry it won't happen again bae lov u u my world I dnt wanna lose u,"Sorry, it won't happen again, babe. Love you. You are my world. I don't want to lose you.",sorry it won ' t happen again,bae lov u u my world I dnt wanna lose u,"Sorry , it won ' t happen","again , babe . Love you . You are my world . I don ' t want to lose you ."
Boi me an my gf broke up smh. Now i need a friend 2 talk 2,"Boy, my girlfriend and I broke up, shaking my head. Now I need a friend to talk to.",Boi me an my,gf broke up smh . Now i need a friend 2 talk 2,"Boy , my girlfriend and I broke up , shaking my head . Now",I need a friend to talk to .
One thing about me ill never tell nobody nun wrong because I then already been there & learnt from it!,One thing about me is I'll never tell anyone anything is wrong because I’ve already been through it and learned from it!,One thing about me ill never tell nobody nun wrong because I then,already been there & learnt from it !,One thing about me is I ' ll never tell anyone anything is wrong because I,’ ve already been through it and learned from it !
