sae_text,aae_text
"I know he sees me tweeting this, and it’s the truth. If it weren’t for him, I wouldn’t love again.","I know he see me tweetin’ this, and that’s real. If it wasn’t for him, I wouldn’t love again."
My aunt is crazy though... I don't know why she thinks I'm pregnant! I have to go.,My aunt be wildin’ tho... Ion even know why she think I’m pregnant! I gotta go.
"I wish I were with my significant other, but overall, I enjoyed my day with my coworkers.","Wish I was wit my boo, but overall, I had a good time chillin’ wit my coworkers."
"Your son and I have something special going on. Don’t try to ruin it, or there will be consequences.","Me and your son got somethin’ special goin’ on. Don’t try to mess it up, or it’s gon’ be consequences."
"Yes, yes... But now that I work, I get my own. I'm going to have a couple of kids so he can spoil them.","Yeah, yeah... But now that I got a job, I get mine. I’ma have me a couple kids so he can spoil them."
"It seems like every child is calling me Aunt Kisha or thinks I’m their big sister who doesn’t care about them at all, lol.","Seem like every kid callin me Aunt Kisha or think I’m they big sis who don’t care bout ’em at all, lol."
"""I'm not rushing it, I'm just ready to get that stuff out of the way ...""","I ain’t rushin’ it, I’m just ready to get that stuff out the way…"
"No one likes drama except for him... It's all good, I only have a couple of months left.","Ain’t nobody like drama but him... It’s cool though, I only got a couple months left."
""" Please don’t tag me now. You weren’t a few seconds ago. You have guys fighting your battles, but you’re still the same cowardly person.""","Don’t be taggin’ me now. You wasn’t a minute ago. You got dudes fightin’ yo battles, but you still the same scary ass person."
"I like him too much to stop, but I love him way too much to keep going. I think I know what I have to do.","I like him too much to quit, but I love him way too much to keep goin’. I think I know what I gotta do."
"Women are still upset that Rihanna got back together with Chris Brown, as if you all don’t keep taking back the same unreliable guy every two weeks!","Women still mad Rihanna got back wit Chris Brown, like y’all don’t be takin the same ain’t-shit dude back every other week!"
"TWITTER: Gets #horny around 3 and 4. It’s like a #hotline, but only on your timeline.","TWITTER: Be gettin’ #horny ‘round 3, 4. It’s like a #hotline, but just on ya timeline."
"I understand that, don’t write me a statement lol, but if you invited her, you’re paying! Did this happen to you?","I feel you, don’t be writin’ me no essay lol, but if you the one who invited her, you payin’! This ever happen to you?"
""" Oh my gosh, my sister. Haha, this girl! I love being around her; she makes me happy, which is rare! She's a keeper.""","Lawd, my sis. Lol, this girl! I love bein’ ‘round her; she really make me happy, and that don’t happen often! She a real one."
"""You changed my whole life. I don’t know what you’re doing to me with your love. I’m feeling completely superhuman—you did this to me!""",You done changed my whole life. I don’t know what you be doin’ to me with your love. I’m feelin’ straight up superhuman—you the one who did this to me!
I know you do hear them. Squeeze—what are you going to do? Fuck and suck him up too?,I know you be hearin’ them. Squeeze—what you finna do? Fuck an’ suck him up too?
"To be honest, I don’t know. I told Aaliyah you were just joking, and she said, “Oh well, Sabrina knows now.”","To be real, I don’t even know. I told Aaliyah you was just playin’, and she was like, “Oh well, Sabrina know now.”"
"It’s undeniable that we should be together. It’s unbelievable how I used to say that I would never fall. The point is, you need to know how I feel if you don’t already know.","Ain’t no denyin’ we s’posed to be together. Can’t believe I used to say I’d never fall. Point is, you gotta know how I feel if you don’t already."
"Damn, I thought you and I were better than this. I thought you liked me.","Damn, I thought me and you was better than this. I thought you fucked with me."
"You saying that’s your girl doesn’t mean anything, like prank callers, because it’s a small world and unfaithful women make it even smaller.","You sayin that’s yo girl don’t mean nothin, just like prank callers, ’cause it’s a small world and these unfaithful women make it even smaller."
"So when they lose in the Super Bowl, where is your bandwagon fan going to be then?","So when they lose in the Super Bowl, where yo bandwagon fan gon be at then?"
"Yeah, I'm about to go to my aunt's house because it's my little cousin's birthday, but I'll be back.","Yeah, I’m finna go to my auntie house cuz it’s my lil cousin birthday, but I’ll be back."
"God, forgive me for the sins I have committed and the ones I will commit in the future.","Lord, forgive me for the sins I done did and the ones I’ma do in the future."
"Hey, this girl at school today tried to insult me. Oh no, she was a joke, not worth my time—I really put her in her place. I'm cracking up.","Aye, this girl at school today tried to come for me. Girl, please—she was a joke, not even worth my time. I had to let her know real quick. I’m weak!"
"""Life is fair—made up of millions of moments—most of them glorious. -Douglas Holzmeier""",Life fair—made up of millions of moments—most of ’em glorious. -Douglas Holzmeier
My room is not messy; it is an obstacle course designed to keep me fit.,My room ain’t messy; it’s an obstacle course keepin’ me in shape.
"People make me laugh when they say I'm really thick. Come on now, I'm not that thick.","Folk be makin’ me laugh talkin’ ’bout I’m real thick. Come on now, I ain’t even that thick."
"There’s nothing like the first time. I’m trying to tell you, I can blow your mind.","Ain’t nothin’ like the first time. I’m tryna tell you, I can blow yo’ mind."
"I did you wrong, you did me wrong. I'll take you back if you take me back.","I did you wrong, you did me wrong. I’ma take you back if you take me back."
"Laughing out loud, this guy is about to turn 21 and got a 16-year-old pregnant. #Maury","Lol, this dude ’bout to turn 21 and got a 16-year-old girl pregnant. #Maury"
"I beat Josh in NBA 2K13 today with LeBron. He beat me badly in Madden, but I destroyed him in 2K. #SouthBeachIsKING","I cooked Josh in 2K13 today wit’ LeBron. He did me dirty in Madden, but I straight up destroyed him in 2K. #SouthBeachIsKING"
I wonder if the people who don’t deserve what I want go through what I go through...,I wonder if folks who don’t deserve what I want be goin’ through what I go through...
